0.23833  	-0.0087  	-0.6516  	0.28764  	0.19849  	-0.3003  	0.08393  	-0.1621  	0.25711  	0.30398  	-0.6892  	-0.1975  	0.12247  	-0.5058  	0.77259  	0.56085  	-0.0318  	0.11892  	0.41085  	0.41215  	-0.0366  	0.34715  	-0.4151  	0.17112  	0.41481  	-0.1126  	-0.5534  	-0.1070  	-0.2606  	-0.1357  	-0.0164  	0.23237  	-0.0328  	-0.0237  	0.25183  	-0.1713  	-0.1397  	-0.0778  	-0.0980  	0.33527  	0.34007  	0.01930  	0.03026  	0.30448  	0.05046  	-0.0288  	0.05200  	-0.0634  	-0.0400  	0.06840  	0.03192  	0.02747  	-0.0676  	0.00332  	-0.0256  	-0.0124  	0.01937  	-0.0025  	-0.0595  	0.01414  	0.00477  	-0.0325  	0.07765  	-0.0329  	0.04960  	-0.0147  	0.02114  	0.00583  	0.01207  	-0.0424  	
0.12697  	-0.0796  	-0.8039  	0.38206  	0.33469  	-0.4142  	0.08551  	-0.1858  	0.22891  	0.27032  	-0.6865  	-0.1194  	0.11303  	-0.5127  	0.82021  	0.56727  	-0.0374  	0.13085  	0.40921  	0.42305  	-0.1005  	0.33725  	-0.4912  	0.16255  	0.40469  	-0.0927  	-0.6155  	-0.0019  	-0.2075  	-0.1128  	-0.0028  	0.21002  	-0.0276  	-0.0035  	0.29092  	-0.1864  	-0.1706  	-0.0961  	-0.0842  	0.33659  	0.34395  	0.01008  	0.02531  	0.29563  	0.04510  	-0.0241  	0.05750  	-0.0705  	-0.0439  	0.07883  	0.03428  	0.02522  	-0.0731  	0.00050  	-0.0305  	-0.0083  	0.01854  	-0.0021  	-0.0600  	0.01169  	0.00261  	-0.0313  	0.06965  	-0.0439  	0.05176  	-0.0187  	0.02446  	0.00754  	0.00978  	-0.0414  	
-0.0040  	-0.1059  	-0.8404  	0.23562  	0.28457  	-0.4775  	0.06895  	-0.2210  	0.21662  	0.27955  	-0.6322  	-0.0719  	0.09523  	-0.6520  	0.70727  	0.63887  	-0.0749  	0.20785  	0.43003  	0.43823  	-0.1217  	0.30457  	-0.4837  	0.13466  	0.34522  	-0.0873  	-0.6946  	0.05199  	-0.2270  	-0.1579  	0.03324  	0.20962  	-0.0177  	0.00106  	0.28732  	-0.1623  	-0.1822  	-0.0910  	-0.0855  	0.35033  	0.36382  	-0.0042  	0.00814  	0.30095  	0.03553  	-0.0279  	0.05614  	-0.0729  	-0.0452  	0.07960  	0.03260  	0.02478  	-0.0722  	0.00884  	-0.0250  	-0.0113  	0.02361  	-0.0014  	-0.0601  	0.01664  	0.00507  	-0.0308  	0.07235  	-0.0386  	0.05317  	-0.0226  	0.02681  	0.00919  	0.00773  	-0.0412  	
-0.1106  	-0.1669  	-0.7471  	-0.2197  	0.06980  	-0.5411  	0.06728  	-0.3080  	0.19690  	0.39238  	-0.4103  	-0.2017  	-0.0595  	-1.0037  	0.39633  	0.62315  	-0.0718  	0.25215  	0.46999  	0.43142  	-0.0476  	0.20502  	-0.3839  	0.16031  	0.30286  	-0.1037  	-0.7313  	-0.0221  	-0.2591  	-0.2185  	0.04623  	0.24251  	-0.0505  	-0.0190  	0.17520  	-0.1243  	-0.1273  	-0.0557  	-0.1745  	0.32814  	0.41772  	-0.0313  	0.03757  	0.30977  	0.04550  	-0.0269  	0.05353  	-0.0830  	-0.0595  	0.07140  	0.03815  	0.02244  	-0.0622  	-0.0003  	-0.0247  	-0.0168  	0.02759  	0.00550  	-0.0581  	0.02178  	-0.0005  	-0.0409  	0.08235  	-0.0347  	0.05382  	-0.0262  	0.02819  	0.01079  	0.00593  	-0.0419  	
-0.0404  	-0.1961  	-0.7110  	-0.2741  	-0.0535  	-0.5404  	0.00213  	-0.3606  	0.15011  	0.38129  	-0.3324  	-0.2643  	-0.1515  	-1.2572  	0.09699  	0.72645  	-0.0347  	0.23020  	0.49000  	0.40450  	-0.1058  	0.20425  	-0.3514  	0.13762  	0.32027  	-0.0685  	-0.6753  	-0.0694  	-0.3534  	-0.2161  	0.02016  	0.27109  	-0.0874  	-0.0430  	0.11459  	-0.0610  	-0.1007  	-0.0215  	-0.1230  	0.30535  	0.44179  	-0.0253  	0.03184  	0.29284  	0.03047  	-0.0293  	0.05095  	-0.0721  	-0.0634  	0.07951  	0.04145  	0.03276  	-0.0612  	0.00211  	-0.0241  	-0.0236  	0.02564  	0.00740  	-0.0541  	0.01357  	-0.0069  	-0.0505  	0.09977  	-0.0346  	0.05371  	-0.0296  	0.02862  	0.01232  	0.00438  	-0.0435  	
0.03031  	-0.1705  	-0.6313  	-0.2338  	-0.0549  	-0.4857  	0.02266  	-0.3600  	0.16437  	0.36749  	-0.2889  	-0.2729  	-0.1526  	-1.2529  	0.07486  	0.75221  	-0.0209  	0.17923  	0.49422  	0.40314  	-0.1129  	0.18518  	-0.3809  	0.15884  	0.40646  	-0.0774  	-0.6171  	-0.0646  	-0.3719  	-0.1809  	0.00785  	0.30096  	-0.1069  	-0.0519  	0.16955  	-0.0171  	-0.0648  	-0.0270  	-0.1272  	0.30608  	0.42333  	-0.0069  	0.03992  	0.29270  	0.03898  	-0.0291  	0.04325  	-0.0647  	-0.0503  	0.08007  	0.03322  	0.02906  	-0.0606  	0.00573  	-0.0180  	-0.0229  	0.02604  	0.00835  	-0.0548  	0.01524  	-0.0109  	-0.0536  	0.10474  	-0.0366  	0.05286  	-0.0329  	0.02807  	0.01380  	0.00307  	-0.0459  	
0.03546  	-0.1445  	-0.6422  	-0.2017  	-0.0256  	-0.4064  	0.02130  	-0.3463  	0.15598  	0.33392  	-0.3456  	-0.2700  	-0.1658  	-1.1652  	0.12434  	0.71951  	0.00937  	0.19221  	0.48955  	0.42527  	-0.0804  	0.18279  	-0.3946  	0.19720  	0.40488  	-0.0819  	-0.6284  	-0.0399  	-0.3287  	-0.1830  	-0.0023  	0.30653  	-0.0956  	-0.0368  	0.18094  	-0.0222  	-0.0811  	-0.0197  	-0.1250  	0.31057  	0.42013  	-0.0211  	0.05848  	0.31442  	0.04506  	-0.0265  	0.03969  	-0.0806  	-0.0559  	0.06667  	0.04321  	0.02303  	-0.0586  	0.00412  	-0.0218  	-0.0139  	0.03167  	0.00766  	-0.0580  	0.01678  	-0.0077  	-0.0525  	0.08926  	-0.0353  	0.05124  	-0.0359  	0.02657  	0.01522  	0.00201  	-0.0492  	
0.14599  	-0.0882  	-0.6423  	0.00454  	0.11102  	-0.3139  	0.00668  	-0.2480  	0.18560  	0.24955  	-0.5891  	-0.2021  	-0.0168  	-0.8811  	0.61369  	0.58093  	-0.0022  	0.11711  	0.47818  	0.36338  	-0.0190  	0.28568  	-0.3435  	0.20758  	0.36231  	-0.0909  	-0.5647  	-0.1400  	-0.3644  	-0.1946  	0.02154  	0.25509  	-0.0628  	-0.0366  	0.25364  	-0.1409  	-0.0716  	-0.0351  	-0.1544  	0.31350  	0.36913  	-0.0166  	0.03652  	0.32640  	0.04118  	-0.0327  	0.05541  	-0.0797  	-0.0468  	0.07595  	0.03391  	0.02574  	-0.0638  	1.34971  	-0.0260  	-0.0231  	0.02553  	0.00220  	-0.0580  	0.02302  	-0.0021  	-0.0391  	0.08719  	-0.0315  	0.04790  	-0.0388  	0.02407  	0.01745  	0.00114  	-0.0704  	
0.36670  	-0.0047  	-0.4328  	-0.1125  	-0.0249  	-0.2145  	0.04425  	-0.1331  	0.26204  	0.26187  	-0.5569  	-0.2902  	0.06465  	-0.6920  	0.65674  	0.60668  	0.01413  	0.13718  	0.46290  	0.25995  	0.14022  	0.29726  	-0.2546  	0.22393  	0.30904  	-0.0975  	-0.5094  	-0.2801  	-0.4494  	-0.2277  	0.02661  	0.27290  	-0.0277  	-0.0509  	0.29577  	-0.1991  	0.01096  	-0.0128  	-0.1496  	0.29844  	0.39541  	-0.0182  	0.06285  	0.32653  	0.02953  	-0.0351  	0.05287  	-0.0532  	-0.0388  	0.08340  	0.02484  	0.02624  	-0.0590  	0.01002  	-0.0201  	-0.0068  	0.01161  	-0.0051  	-0.0664  	0.02215  	0.00193  	-0.0325  	0.08034  	-0.0314  	0.04328  	-0.0423  	0.01972  	0.01866  	0.00075  	-0.0750  	
0.33012  	0.00150  	-0.4581  	-0.1422  	-0.0243  	-0.2768  	0.06128  	-0.1241  	0.26077  	0.31895  	-0.5047  	-0.3809  	0.08233  	-0.6265  	0.57007  	0.64302  	0.00402  	0.14489  	0.47633  	0.29637  	0.12690  	0.26882  	-0.3051  	0.20931  	0.40658  	-0.1129  	-0.5171  	-0.3072  	-0.4242  	-0.1848  	0.04346  	0.27741  	-0.0493  	-0.0406  	0.28682  	-0.1713  	-0.0015  	-0.0289  	-0.1429  	0.29560  	0.38758  	-0.0332  	0.05302  	0.32142  	0.03160  	-0.0270  	0.05161  	-0.0523  	-0.0399  	0.08661  	0.01864  	0.01938  	-0.0598  	0.00618  	-0.0211  	-0.0108  	0.01213  	0.00580  	-0.0732  	0.01908  	0.00279  	-0.0309  	0.08402  	-0.0343  	0.04026  	-0.0452  	0.01488  	0.01971  	0.00035  	-0.0656  	
