0.38221  	0.02117  	-0.3765  	-0.2141  	-0.1856  	-0.2392  	0.05042  	-0.0468  	0.32655  	0.18741  	-0.2304  	-0.2484  	-0.0442  	-0.7746  	0.57995  	0.72536  	0.02820  	0.07852  	0.46115  	0.24688  	0.34449  	0.25981  	-0.1481  	0.26802  	0.18504  	-0.0944  	-0.5137  	-0.4486  	-0.6632  	-0.2971  	0.03857  	0.31204  	-0.0166  	-0.0521  	0.34425  	-0.2862  	0.19818  	0.07475  	-0.2409  	0.20516  	0.40102  	-0.0321  	0.06007  	0.30943  	0.02936  	-0.0287  	0.05360  	-0.0729  	-0.0514  	0.08461  	0.01215  	0.03236  	-0.0550  	0.01694  	-0.0212  	-0.0093  	0.00440  	0.00226  	-0.0674  	0.02325  	0.00849  	-0.0257  	0.08563  	-0.0295  	0.05321  	-0.0152  	0.02469  	0.00651  	0.01235  	-0.0694  	1.19340  	128.741  	108.892  	
0.38221  	0.02117  	-0.3765  	-0.2141  	-0.1856  	-0.2392  	0.05042  	-0.0468  	0.32655  	0.18741  	-0.2304  	-0.2484  	-0.0442  	-0.7746  	0.57995  	0.72536  	0.02820  	0.07852  	0.46115  	0.24688  	0.34449  	0.25981  	-0.1481  	0.26802  	0.18504  	-0.0944  	-0.5137  	-0.4486  	-0.6632  	-0.2971  	0.03857  	0.31204  	-0.0166  	-0.0521  	0.34425  	-0.2862  	0.19818  	0.07475  	-0.2409  	0.20516  	0.40102  	-0.0321  	0.06007  	0.30943  	0.02936  	-0.0287  	0.05360  	-0.0729  	-0.0514  	0.08461  	0.01215  	0.03236  	-0.0550  	0.01694  	-0.0212  	-0.0093  	0.00440  	0.00226  	-0.0674  	0.02325  	0.00849  	-0.0257  	0.08563  	-0.0295  	0.05322  	-0.0133  	0.02622  	0.00543  	0.01306  	-0.0719  	1.19340  	128.741  	108.892  	
0.38221  	0.02117  	-0.3765  	-0.2141  	-0.1856  	-0.2392  	0.05042  	-0.0468  	0.32655  	0.18741  	-0.2304  	-0.2484  	-0.0442  	-0.7746  	0.57995  	0.72536  	0.02820  	0.07852  	0.46115  	0.24688  	0.34449  	0.25981  	-0.1481  	0.26802  	0.18504  	-0.0944  	-0.5137  	-0.4486  	-0.6632  	-0.2971  	0.03857  	0.31204  	-0.0166  	-0.0521  	0.34425  	-0.2862  	0.19818  	0.07475  	-0.2409  	0.20516  	0.40102  	-0.0321  	0.06007  	0.30943  	0.02936  	-0.0287  	0.05360  	-0.0729  	-0.0514  	0.08461  	0.01215  	0.03236  	-0.0550  	0.01694  	-0.0212  	-0.0093  	0.00440  	0.00226  	-0.0674  	0.02325  	0.00849  	-0.0257  	0.08563  	-0.0295  	0.05322  	-0.0120  	0.02747  	0.00441  	0.01358  	-0.0736  	1.19340  	128.741  	108.892  	
0.38221  	0.02117  	-0.3765  	-0.2141  	-0.1856  	-0.2392  	0.05042  	-0.0468  	0.32655  	0.18741  	-0.2304  	-0.2484  	-0.0442  	-0.7746  	0.57995  	0.72536  	0.02820  	0.07852  	0.46115  	0.24688  	0.34449  	0.25981  	-0.1481  	0.26802  	0.18504  	-0.0944  	-0.5137  	-0.4486  	-0.6632  	-0.2971  	0.03857  	0.31204  	-0.0166  	-0.0521  	0.34425  	-0.2862  	0.19818  	0.07475  	-0.2409  	0.20516  	0.40102  	-0.0321  	0.06007  	0.30943  	0.02936  	-0.0287  	0.05360  	-0.0729  	-0.0514  	0.08461  	0.01215  	0.03236  	-0.0550  	0.01694  	-0.0212  	-0.0093  	0.00440  	0.00226  	-0.0674  	0.02325  	0.00849  	-0.0257  	0.08563  	-0.0295  	0.05320  	-0.0111  	0.02844  	0.00344  	0.01390  	-0.0743  	1.19340  	128.741  	108.892  	
0.36101  	0.01939  	-0.3882  	-0.2263  	-0.1956  	-0.2614  	0.04471  	-0.0541  	0.32388  	0.19569  	-0.2180  	-0.2387  	-0.0515  	-0.7830  	0.56779  	0.71670  	0.02878  	0.08378  	0.45740  	0.24810  	0.34078  	0.25386  	-0.1455  	0.25768  	0.17760  	-0.0914  	-0.5300  	-0.4342  	-0.6598  	-0.3065  	0.04364  	0.30680  	-0.0134  	-0.0530  	0.33591  	-0.2892  	0.19865  	0.07338  	-0.2453  	0.19716  	0.41520  	-0.0370  	0.06185  	0.30869  	0.02935  	-0.0284  	0.05407  	-0.0748  	-0.0547  	0.08923  	0.01120  	0.03297  	-0.0552  	0.01704  	-0.0220  	-0.0105  	0.00339  	0.00229  	-0.0655  	0.02269  	0.00894  	-0.0248  	0.08323  	-0.0306  	0.05317  	-0.0108  	0.02912  	0.00253  	0.01404  	-0.0742  	1.19340  	128.741  	108.892  	
0.17362  	-0.0060  	-0.4910  	-0.3375  	-0.2144  	-0.3949  	0.02092  	-0.1299  	0.27181  	0.24324  	-0.2032  	-0.2564  	-0.0747  	-0.8588  	0.44313  	0.65967  	0.01603  	0.15576  	0.44071  	0.30427  	0.25117  	0.22344  	-0.1989  	0.18521  	0.16905  	-0.0647  	-0.6214  	-0.2868  	-0.5475  	-0.3130  	0.06817  	0.27430  	-0.0153  	-0.0462  	0.27050  	-0.2626  	0.11051  	0.04454  	-0.2204  	0.23688  	0.46935  	-0.0361  	0.06510  	0.30064  	0.03272  	-0.0265  	0.05945  	-0.0917  	-0.0704  	0.09610  	0.01331  	0.03259  	-0.0558  	0.00834  	-0.0211  	-0.0226  	0.00722  	0.00073  	-0.0610  	0.01541  	0.00683  	-0.0178  	0.08584  	-0.0297  	0.05312  	-0.0110  	0.02951  	0.00167  	0.01398  	-0.0732  	1.19340  	128.741  	108.892  	
0.09178  	-0.0587  	-0.5559  	-0.3669  	-0.1947  	-0.4480  	0.01168  	-0.1878  	0.25782  	0.26234  	-0.2243  	-0.2590  	-0.0889  	-0.9236  	0.41568  	0.64414  	-0.0003  	0.16660  	0.44593  	0.33711  	0.19280  	0.21902  	-0.2153  	0.18984  	0.17484  	-0.0584  	-0.6683  	-0.2277  	-0.4977  	-0.3121  	0.06290  	0.26478  	-0.0302  	-0.0440  	0.24404  	-0.2262  	0.06957  	0.01260  	-0.2160  	0.25731  	0.48857  	-0.0279  	0.05494  	0.30654  	0.03984  	-0.0297  	0.05985  	-0.0990  	-0.0717  	0.09731  	0.01325  	0.03050  	-0.0551  	0.00812  	-0.0240  	-0.0206  	0.01365  	-0.0024  	-0.0605  	0.01746  	0.00554  	-0.0195  	0.08134  	-0.0242  	0.05305  	-0.0117  	0.02963  	0.00086  	0.01372  	-0.0713  	1.19340  	128.741  	108.892  	
0.23509  	-0.0141  	-0.5142  	-0.2110  	-0.0993  	-0.3840  	0.03803  	-0.1237  	0.30145  	0.30303  	-0.3523  	-0.2448  	0.02476  	-0.7538  	0.44886  	0.72268  	0.00191  	0.16915  	0.45919  	0.38480  	0.11089  	0.22265  	-0.2666  	0.19102  	0.17415  	-0.0499  	-0.6793  	-0.1880  	-0.4488  	-0.2841  	0.06529  	0.26832  	-0.0047  	-0.0533  	0.22670  	-0.2324  	-0.0334  	-0.0129  	-0.1450  	0.25752  	0.44648  	-0.0364  	0.07611  	0.30600  	0.04000  	-0.0312  	0.05597  	-0.0679  	-0.0517  	0.08965  	0.01881  	0.02769  	-0.0603  	0.00321  	-0.0207  	-0.0171  	0.00303  	-0.0065  	-0.0592  	0.01825  	0.01478  	-0.0228  	0.08298  	-0.0312  	0.05269  	-0.0138  	0.02946  	0.00073  	0.01234  	-0.0671  	1.19340  	128.741  	108.892  	
-0.2269  	-0.2296  	-0.8738  	-0.2997  	0.00609  	-0.7367  	0.07224  	-0.2902  	0.23764  	0.42612  	-0.2775  	-0.1655  	0.01787  	-0.9109  	0.18505  	0.56789  	-0.1095  	0.26339  	0.39563  	0.49763  	-0.1775  	0.20313  	-0.4163  	0.07828  	0.16690  	-0.0009  	-0.9308  	0.11829  	-0.2214  	-0.2851  	0.05641  	0.18610  	-0.0261  	-0.0195  	0.14264  	-0.0857  	-0.2296  	-0.0883  	-0.0863  	0.32110  	0.45101  	-0.0263  	0.05355  	0.29181  	0.04408  	-0.0449  	0.05394  	-0.0777  	-0.0380  	0.08677  	0.03190  	0.02362  	-0.0642  	0.00739  	-0.0165  	-0.0233  	0.02001  	0.01007  	-0.0656  	0.02320  	7.59800  	-0.0395  	0.09488  	-0.0244  	0.05140  	-0.0157  	0.02890  	1.18144  	0.01202  	-0.0653  	1.19340  	128.741  	108.892  	
-0.0880  	-0.1611  	-0.8890  	-0.0256  	0.17086  	-0.6205  	0.06697  	-0.2454  	0.20675  	0.32654  	-0.4130  	-0.0522  	0.05808  	-0.7938  	0.43521  	0.57341  	-0.0988  	0.23428  	0.41486  	0.53083  	-0.1055  	0.21000  	-0.4298  	0.11555  	0.26924  	-0.0417  	-0.8038  	0.10702  	-0.1856  	-0.2215  	0.02669  	0.19078  	-0.0177  	-0.0158  	0.21895  	-0.1285  	-0.2155  	-0.1112  	-0.0781  	0.35466  	0.36887  	0.00646  	0.02164  	0.30682  	0.05101  	-0.0326  	0.05615  	-0.0843  	-0.0513  	0.08781  	0.04215  	0.02238  	-0.0609  	0.00959  	-0.0238  	-0.0140  	0.02348  	0.00212  	-0.0578  	0.02346  	-0.0050  	-0.0358  	0.07330  	-0.0350  	0.05150  	-0.0180  	0.02797  	-0.0009  	0.01184  	-0.0619  	1.19340  	128.741  	108.892  	
