0.33964  	-0.0164  	-0.5074  	0.10349  	0.08225  	-0.2162  	0.11139  	-0.1358  	0.24218  	0.27327  	-0.6361  	-0.3125  	0.12731  	-0.5662  	0.71933  	0.56480  	-0.0094  	0.12569  	0.43373  	0.31481  	0.02027  	0.30399  	-0.3384  	0.18855  	0.40956  	-0.1273  	-0.5233  	-0.1862  	-0.3154  	-0.1636  	-0.0065  	0.24932  	-0.0473  	-0.0411  	0.25458  	-0.1752  	-0.0644  	-0.0539  	-0.1335  	0.31858  	0.38934  	0.01362  	0.05030  	0.32049  	0.04234  	-0.0244  	0.04745  	-0.0493  	-0.0382  	0.08313  	0.03605  	0.02548  	-0.0612  	0.00271  	-0.0227  	-0.0068  	0.01220  	-0.0031  	-0.0623  	0.01968  	0.00611  	-0.0314  	0.07948  	-0.0394  	0.05012  	-0.0169  	0.02473  	0.00640  	0.01237  	-0.0674  	
0.30189  	-0.0187  	-0.6857  	0.38530  	0.28135  	-0.3104  	0.11527  	-0.1507  	0.23517  	0.29833  	-0.7843  	-0.2227  	0.15945  	-0.4398  	0.88647  	0.47465  	-0.0460  	0.10715  	0.41087  	0.38003  	-0.0859  	0.37679  	-0.4562  	0.18803  	0.49825  	-0.1354  	-0.5208  	-0.0964  	-0.2070  	-0.1096  	-0.0421  	0.22069  	-0.0480  	-0.0216  	0.26670  	-0.1595  	-0.1613  	-0.0913  	-0.0812  	0.37110  	0.29852  	0.03649  	0.02362  	0.30877  	0.05485  	-0.0285  	0.05221  	-0.0572  	-0.0337  	0.06816  	0.03240  	0.02581  	-0.0632  	0.00184  	-0.0283  	-0.0166  	0.02586  	-0.0077  	-0.0567  	0.01744  	0.00130  	-0.0325  	0.08318  	-0.0333  	0.05399  	-0.0125  	0.02615  	0.00551  	0.01305  	-0.0790  	
0.14981  	-0.0918  	-0.8140  	0.42033  	0.33938  	-0.4139  	0.10121  	-0.2037  	0.22445  	0.27733  	-0.6926  	-0.1485  	0.11611  	-0.5174  	0.82053  	0.56714  	-0.0477  	0.12769  	0.40814  	0.42544  	-0.1103  	0.33594  	-0.5043  	0.14397  	0.44775  	-0.0922  	-0.6153  	0.01271  	-0.1782  	-0.1050  	-0.0210  	0.21954  	-0.0359  	0.00127  	0.28503  	-0.1801  	-0.1839  	-0.0986  	-0.0825  	0.35698  	0.33130  	0.01773  	0.02589  	0.29590  	0.05029  	-0.0242  	0.05592  	-0.0724  	-0.0478  	0.07891  	0.03459  	0.02402  	-0.0704  	0.00123  	-0.0300  	-0.0040  	0.01637  	-0.0077  	-0.0580  	0.01481  	-0.0006  	-0.0286  	0.06601  	-0.0447  	0.05728  	-0.0089  	0.02732  	0.00465  	0.01356  	-0.0884  	
0.03543  	-0.1323  	-0.7791  	0.16049  	0.21278  	-0.4439  	0.07373  	-0.2434  	0.21856  	0.28842  	-0.6058  	-0.1149  	0.05795  	-0.7377  	0.64644  	0.65466  	-0.0553  	0.19029  	0.45518  	0.38936  	-0.0855  	0.27573  	-0.4592  	0.15660  	0.34680  	-0.0806  	-0.6847  	-0.0009  	-0.2375  	-0.1688  	0.00920  	0.24086  	-0.0400  	-0.0243  	0.25058  	-0.1738  	-0.1392  	-0.0673  	-0.1136  	0.35510  	0.36629  	-0.0093  	0.01912  	0.32171  	0.04686  	-0.0307  	0.05306  	-0.0791  	-0.0428  	0.07879  	0.02112  	0.01608  	-0.0669  	0.00748  	-0.0201  	-0.0198  	0.01987  	0.00162  	-0.0586  	0.01642  	-0.0052  	-0.0351  	0.06990  	-0.0334  	0.05999  	-0.0063  	0.02825  	0.00382  	0.01388  	-0.0956  	
-0.0294  	-0.2005  	-0.6712  	-0.2436  	-0.0066  	-0.4812  	0.04623  	-0.3186  	0.16968  	0.34545  	-0.4041  	-0.2442  	-0.0927  	-1.1364  	0.23276  	0.69901  	-0.0646  	0.20657  	0.49075  	0.39278  	-0.0636  	0.23955  	-0.3453  	0.16315  	0.31418  	-0.0893  	-0.6782  	-0.1069  	-0.3125  	-0.2160  	0.00557  	0.27480  	-0.0901  	-0.0310  	0.13976  	-0.0841  	-0.0640  	-0.0141  	-0.1714  	0.30350  	0.43938  	-0.0215  	0.03114  	0.30492  	0.04518  	-0.0298  	0.04451  	-0.0852  	-0.0540  	0.07535  	0.03253  	0.02485  	-0.0611  	0.00549  	-0.0211  	-0.0191  	0.03109  	0.00825  	-0.0440  	0.01810  	-0.0104  	-0.0439  	0.08658  	-0.0401  	0.06212  	-0.0046  	0.02892  	0.00303  	0.01403  	-0.1006  	
0.09534  	-0.1698  	-0.5673  	-0.1902  	-0.0481  	-0.4918  	-0.0072  	-0.3844  	0.15597  	0.40729  	-0.2726  	-0.2488  	-0.1475  	-1.2666  	0.01173  	0.78031  	-0.0242  	0.20043  	0.49464  	0.41212  	-0.1125  	0.19085  	-0.3909  	0.18824  	0.38057  	-0.0868  	-0.6295  	-0.1052  	-0.3936  	-0.2223  	0.00388  	0.28720  	-0.1197  	-0.0579  	0.19558  	-0.0074  	-0.0518  	-0.0326  	-0.1448  	0.30238  	0.43722  	-0.0178  	0.04405  	0.30598  	0.04569  	-0.0220  	0.04968  	-0.0653  	-0.0471  	0.07796  	0.03991  	0.02934  	-0.0556  	0.00502  	-0.0173  	-0.0249  	0.02679  	0.00643  	-0.0573  	0.02110  	-0.0131  	-0.0545  	0.10240  	-0.0379  	0.06367  	-0.0038  	0.02936  	0.00227  	0.01399  	-0.1033  	
-0.0354  	-0.1828  	-0.6576  	-0.3860  	-0.0810  	-0.5097  	0.04141  	-0.4064  	0.13527  	0.43898  	-0.2147  	-0.3080  	-0.1579  	-1.2850  	-0.0591  	0.76124  	-0.0297  	0.22809  	0.48640  	0.40802  	-0.1168  	0.17698  	-0.3824  	0.14817  	0.40321  	-0.0866  	-0.6470  	-0.0427  	-0.3281  	-0.2102  	0.01962  	0.29945  	-0.1104  	-0.0548  	0.14380  	0.03201  	-0.0588  	-0.0301  	-0.1196  	0.31655  	0.44261  	-0.0160  	0.04556  	0.33226  	0.06134  	-0.0255  	0.04655  	-0.0692  	-0.0493  	0.07605  	0.04051  	0.02418  	-0.0540  	0.00869  	-0.0103  	-0.0259  	0.02227  	0.00699  	-0.0617  	0.01836  	-0.0099  	-0.0508  	0.09396  	-0.0325  	0.06464  	-0.0039  	0.02954  	0.00154  	0.01378  	-0.1038  	
-0.1052  	-0.2187  	-0.6917  	-0.4265  	-0.1705  	-0.4940  	-0.0087  	-0.3325  	0.13751  	0.31531  	-0.2786  	-0.3213  	-0.1568  	-1.2228  	0.25293  	0.62267  	0.01532  	0.17820  	0.50137  	0.37506  	0.03957  	0.19732  	-0.2808  	0.24506  	0.27983  	-0.0708  	-0.6199  	-0.1678  	-0.4316  	-0.2892  	0.03897  	0.30089  	-0.0966  	-0.0461  	0.21754  	-0.0585  	0.02066  	0.00117  	-0.2271  	0.28563  	0.46610  	-0.0262  	0.03367  	0.31653  	0.03614  	-0.0391  	0.05212  	-0.0949  	-0.0669  	0.08179  	0.02760  	0.02166  	-0.0582  	-0.0003  	-0.0147  	-0.0305  	0.03264  	0.00780  	-0.0594  	0.01372  	-0.0017  	-0.0417  	0.09114  	-0.0217  	0.06519  	-0.0056  	0.02950  	0.00148  	0.01241  	-0.0974  	
0.21662  	-0.0265  	-0.4443  	-0.2642  	-0.1203  	-0.2771  	0.00579  	-0.1330  	0.25058  	0.36184  	-0.4685  	-0.2597  	0.02310  	-0.8672  	0.42712  	0.63011  	-0.0013  	0.16537  	0.51317  	0.27854  	0.11809  	0.25335  	-0.2065  	0.18926  	0.23113  	-0.0999  	-0.5598  	-0.2766  	-0.4980  	-0.2767  	0.04722  	0.29158  	-0.0362  	-0.0635  	0.23831  	-0.1963  	0.02785  	-0.0069  	-0.1680  	0.29925  	0.42956  	-0.0423  	0.08412  	0.31828  	0.02877  	-0.0290  	0.05355  	-0.0694  	-0.0462  	0.08201  	0.02482  	0.03185  	-0.0611  	0.01532  	-0.0249  	-0.0109  	0.00941  	-0.0029  	-0.0648  	0.01984  	0.00992  	-0.0296  	0.08688  	-0.0383  	0.06370  	-0.0078  	0.02909  	0.00073  	0.01207  	-0.0922  	
0.28818  	-0.0310  	-0.4576  	-0.3029  	-0.1142  	-0.3309  	0.03293  	-0.1421  	0.24729  	0.38379  	-0.5072  	-0.3920  	0.08392  	-0.7074  	0.45833  	0.59157  	0.01999  	0.14237  	0.51122  	0.28446  	0.08043  	0.24274  	-0.2709  	0.17278  	0.34355  	-0.0990  	-0.5601  	-0.2838  	-0.4298  	-0.1945  	0.05755  	0.27635  	-0.0586  	-0.0453  	0.23469  	-0.1942  	-0.0132  	-0.0269  	-0.1286  	0.26436  	0.42054  	-0.0397  	0.07848  	0.32352  	0.01518  	-0.0272  	0.03895  	-0.0499  	-0.0356  	0.08683  	0.01242  	0.02535  	-0.0597  	0.01178  	-0.0204  	-0.0178  	0.01028  	0.00367  	-0.0760  	0.01177  	0.00522  	-0.0347  	0.09368  	-0.0340  	0.06299  	-0.0111  	0.02849  	-0.0002  	0.01189  	-0.0905  	
